Year,State ANSI,County ANSI,State,County,Value
2012,01,001,ALABAMA,AUTAUGA,300
2012,01,047,ALABAMA,DALLAS,144
2012,01,051,ALABAMA,ELMORE, (D)
2012,01,063,ALABAMA,GREENE, (D)
2012,01,065,ALABAMA,HALE,74
2012,01,085,ALABAMA,LOWNDES,440
2012,01,087,ALABAMA,MACON, (D)
2012,01,091,ALABAMA,MARENGO,70
2012,01,101,ALABAMA,MONTGOMERY,44
2012,01,105,ALABAMA,PERRY,27
2012,01,119,ALABAMA,SUMTER,178
2012,01,003,ALABAMA,BALDWIN, (D)
2012,01,035,ALABAMA,CONECUH, (D)
2012,01,053,ALABAMA,ESCAMBIA,58
2012,01,097,ALABAMA,MOBILE,16
2012,01,099,ALABAMA,MONROE,102
2012,01,129,ALABAMA,WASHINGTON,260
2012,01,131,ALABAMA,WILCOX,34
2012,01,009,ALABAMA,BLOUNT,220
2012,01,019,ALABAMA,CHEROKEE,110
2012,01,043,ALABAMA,CULLMAN,720
2012,01,049,ALABAMA,DE KALB,816
2012,01,055,ALABAMA,ETOWAH,578
2012,01,071,ALABAMA,JACKSON,122
2012,01,095,ALABAMA,MARSHALL,101
2012,01,033,ALABAMA,COLBERT,310
2012,01,059,ALABAMA,FRANKLIN,303
2012,01,077,ALABAMA,LAUDERDALE,27
2012,01,079,ALABAMA,LAWRENCE,347
2012,01,083,ALABAMA,LIMESTONE,96
2012,01,089,ALABAMA,MADISON,315
2012,01,093,ALABAMA,MARION,30
2012,01,103,ALABAMA,MORGAN,337
2012,01,133,ALABAMA,WINSTON, (D)
2012,01,017,ALABAMA,CHAMBERS,190
2012,01,021,ALABAMA,CHILTON, (D)
2012,01,027,ALABAMA,CLAY, (D)
2012,01,057,ALABAMA,FAYETTE, (D)
2012,01,073,ALABAMA,JEFFERSON,288
2012,01,075,ALABAMA,LAMAR,49
2012,01,081,ALABAMA,LEE, (D)
2012,01,107,ALABAMA,PICKENS, (D)
2012,01,111,ALABAMA,RANDOLPH,67
2012,01,125,ALABAMA,TUSCALOOSA,14
2012,01,127,ALABAMA,WALKER, (D)
2012,01,005,ALABAMA,BARBOUR, (D)
2012,01,039,ALABAMA,COVINGTON, (D)
2012,01,041,ALABAMA,CRENSHAW, (D)
2012,01,045,ALABAMA,DALE, (D)
2012,01,061,ALABAMA,GENEVA,49
2012,01,067,ALABAMA,HENRY, (D)
2012,01,069,ALABAMA,HOUSTON,45
2012,01,109,ALABAMA,PIKE, (D)
2012,01,113,ALABAMA,RUSSELL, (D)
2012,02,,ALASKA,ANCHORAGE, (D)
2012,02,,ALASKA,FAIRBANKS NORTH STAR, (D)
2012,04,001,ARIZONA,APACHE,"5,414"
2012,04,005,ARIZONA,COCONINO, (D)
2012,04,007,ARIZONA,GILA,"1,104"
2012,04,015,ARIZONA,MOHAVE,"76,754"
2012,04,017,ARIZONA,NAVAJO, (D)
2012,04,025,ARIZONA,YAVAPAI,"3,871"
2012,04,003,ARIZONA,COCHISE,"93,963"
2012,04,009,ARIZONA,GRAHAM,"9,903"
2012,04,011,ARIZONA,GREENLEE,"4,375"
2012,04,012,ARIZONA,LAPAZ,"508,893"
2012,04,013,ARIZONA,MARICOPA,"546,971"
2012,04,019,ARIZONA,PIMA,"36,256"
2012,04,021,ARIZONA,PINAL,"447,015"
2012,04,023,ARIZONA,SANTA CRUZ, (D)
2012,04,027,ARIZONA,YUMA,"277,148"
2012,05,029,ARKANSAS,CONWAY,231
2012,05,045,ARKANSAS,FAULKNER, (D)
2012,05,051,ARKANSAS,GARLAND, (D)
2012,05,053,ARKANSAS,GRANT,185
2012,05,105,ARKANSAS,PERRY, (D)
2012,05,119,ARKANSAS,PULASKI,438
2012,05,125,ARKANSAS,SALINE, (D)
2012,05,023,ARKANSAS,CLEBURNE, (D)
2012,05,089,ARKANSAS,MARION,37
2012,05,135,ARKANSAS,SHARP, (D)
2012,05,141,ARKANSAS,VAN BUREN,9
2012,05,021,ARKANSAS,CLAY, (D)
2012,05,031,ARKANSAS,CRAIGHEAD, (D)
2012,05,055,ARKANSAS,GREENE,628
2012,05,063,ARKANSAS,INDEPENDENCE, (D)
2012,05,075,ARKANSAS,LAWRENCE, (D)
2012,05,121,ARKANSAS,RANDOLPH, (D)
2012,05,145,ARKANSAS,WHITE,40
2012,05,007,ARKANSAS,BENTON,472
2012,05,009,ARKANSAS,BOONE,557
2012,05,015,ARKANSAS,CARROLL,217
2012,05,087,ARKANSAS,MADISON,612
2012,05,101,ARKANSAS,NEWTON, (D)
2012,05,143,ARKANSAS,WASHINGTON,771
2012,05,019,ARKANSAS,CLARK, (D)
2012,05,027,ARKANSAS,COLUMBIA, (D)
2012,05,099,ARKANSAS,NEVADA, (D)
2012,05,043,ARKANSAS,DREW, (D)
2012,05,079,ARKANSAS,LINCOLN, (D)
2012,05,057,ARKANSAS,HEMPSTEAD,234
2012,05,061,ARKANSAS,HOWARD, (D)
2012,05,073,ARKANSAS,LAFAYETTE, (D)
2012,05,081,ARKANSAS,LITTLE RIVER,102
2012,05,091,ARKANSAS,MILLER, (D)
2012,05,133,ARKANSAS,SEVIER,367
2012,05,033,ARKANSAS,CRAWFORD,144
2012,05,047,ARKANSAS,FRANKLIN,100
2012,05,083,ARKANSAS,LOGAN,219
2012,05,113,ARKANSAS,POLK, (D)
2012,05,115,ARKANSAS,POPE, (D)
2012,05,127,ARKANSAS,SCOTT, (D)
2012,05,131,ARKANSAS,SEBASTIAN,595
2012,05,149,ARKANSAS,YELL, (D)
2012,06,001,CALIFORNIA,ALAMEDA, (D)
2012,06,013,CALIFORNIA,CONTRA COSTA,"22,394"
2012,06,033,CALIFORNIA,LAKE,353
2012,06,041,CALIFORNIA,MARIN, (D)
2012,06,053,CALIFORNIA,MONTEREY,"3,908"
2012,06,055,CALIFORNIA,NAPA, (D)
2012,06,069,CALIFORNIA,SAN BENITO,896
2012,06,079,CALIFORNIA,SAN LUIS OBISPO,"20,309"
2012,06,085,CALIFORNIA,SANTA CLARA, (D)
2012,06,097,CALIFORNIA,SONOMA,"7,832"
2012,06,035,CALIFORNIA,LASSEN,"50,862"
2012,06,049,CALIFORNIA,MODOC,"190,566"
2012,06,063,CALIFORNIA,PLUMAS,"22,441"
2012,06,015,CALIFORNIA,DEL NORTE, (D)
2012,06,023,CALIFORNIA,HUMBOLDT,"1,392"
2012,06,045,CALIFORNIA,MENDOCINO,"2,723"
2012,06,007,CALIFORNIA,BUTTE,"10,501"
2012,06,011,CALIFORNIA,COLUSA,"57,949"
2012,06,021,CALIFORNIA,GLENN,"74,377"
2012,06,067,CALIFORNIA,SACRAMENTO,"50,181"
2012,06,095,CALIFORNIA,SOLANO,"187,377"
2012,06,101,CALIFORNIA,SUTTER,"36,598"
2012,06,103,CALIFORNIA,TEHAMA,"16,816"
2012,06,113,CALIFORNIA,YOLO,"214,480"
2012,06,115,CALIFORNIA,YUBA,"2,760"
2012,06,019,CALIFORNIA,FRESNO,"440,197"
2012,06,029,CALIFORNIA,KERN,"435,582"
2012,06,031,CALIFORNIA,KINGS,"311,495"
2012,06,039,CALIFORNIA,MADERA,"138,469"
2012,06,047,CALIFORNIA,MERCED,"426,850"
2012,06,077,CALIFORNIA,SAN JOAQUIN,"294,327"
2012,06,099,CALIFORNIA,STANISLAUS,"147,892"
2012,06,107,CALIFORNIA,TULARE,"495,425"
2012,06,005,CALIFORNIA,AMADOR,"6,650"
2012,06,009,CALIFORNIA,CALAVERAS, (D)
2012,06,017,CALIFORNIA,EL DORADO, (D)
2012,06,027,CALIFORNIA,INYO,"23,297"
2012,06,043,CALIFORNIA,MARIPOSA, (D)
2012,06,051,CALIFORNIA,MONO,"53,028"
2012,06,061,CALIFORNIA,PLACER, (D)
2012,06,091,CALIFORNIA,SIERRA,"2,771"
2012,06,089,CALIFORNIA,SHASTA,"9,268"
2012,06,093,CALIFORNIA,SISKIYOU,"257,942"
2012,06,105,CALIFORNIA,TRINITY,63
2012,06,025,CALIFORNIA,IMPERIAL,"1,173,325"
2012,06,037,CALIFORNIA,LOS ANGELES,"60,939"
2012,06,059,CALIFORNIA,ORANGE, (D)
2012,06,065,CALIFORNIA,RIVERSIDE,"276,587"
2012,06,071,CALIFORNIA,SAN BERNARDINO,"57,488"
2012,06,073,CALIFORNIA,SAN DIEGO, (D)
2012,06,083,CALIFORNIA,SANTA BARBARA,"4,856"
2012,06,111,CALIFORNIA,VENTURA,"3,401"
2012,08,001,COLORADO,ADAMS,"12,890"
2012,08,005,COLORADO,ARAPAHOE,"3,207"
2012,08,017,COLORADO,CHEYENNE,"1,908"
2012,08,035,COLORADO,DOUGLAS,"5,581"
2012,08,041,COLORADO,EL PASO,"7,292"
2012,08,039,COLORADO,ELBERT,"10,974"
2012,08,061,COLORADO,KIOWA,"1,134"
2012,08,063,COLORADO,KIT CARSON,"16,968"
2012,08,073,COLORADO,LINCOLN,"2,443"
2012,08,095,COLORADO,PHILLIPS,"4,028"
2012,08,121,COLORADO,WASHINGTON,"28,746"
2012,08,125,COLORADO,YUMA,"41,213"
2012,08,013,COLORADO,BOULDER,"30,650"
2012,08,014,COLORADO,BROOMFIELD,"1,212"
2012,08,059,COLORADO,JEFFERSON,"1,299"
2012,08,069,COLORADO,LARIMER,"59,675"
2012,08,075,COLORADO,LOGAN,"102,108"
2012,08,087,COLORADO,MORGAN,"90,752"
2012,08,115,COLORADO,SEDGWICK,"13,554"
2012,08,123,COLORADO,WELD,"239,258"
2012,08,015,COLORADO,CHAFFEE,"7,953"
2012,08,037,COLORADO,EAGLE,"3,970"
2012,08,049,COLORADO,GRAND, (D)
2012,08,051,COLORADO,GUNNISON,"3,104"
2012,08,057,COLORADO,JACKSON, (D)
2012,08,081,COLORADO,MOFFAT,"13,167"
2012,08,093,COLORADO,PARK, (D)
2012,08,097,COLORADO,PITKIN,"4,697"
2012,08,103,COLORADO,RIO BLANCO,"11,370"
2012,08,107,COLORADO,ROUTT,"13,037"
2012,08,117,COLORADO,SUMMIT, (D)
2012,08,119,COLORADO,TELLER,50
2012,08,003,COLORADO,ALAMOSA,"54,818"
2012,08,021,COLORADO,CONEJOS,"131,954"
2012,08,023,COLORADO,COSTILLA,"54,017"
2012,08,105,COLORADO,RIO GRANDE,"127,219"
2012,08,109,COLORADO,SAGUACHE,"90,755"
2012,08,009,COLORADO,BACA,"12,418"
2012,08,011,COLORADO,BENT,"48,110"
2012,08,025,COLORADO,CROWLEY,"7,836"
2012,08,027,COLORADO,CUSTER, (D)
2012,08,043,COLORADO,FREMONT,"4,554"
2012,08,055,COLORADO,HUERFANO,"6,903"
2012,08,071,COLORADO,LAS ANIMAS,"11,772"
2012,08,089,COLORADO,OTERO,"91,025"
2012,08,099,COLORADO,PROWERS,"110,094"
2012,08,101,COLORADO,PUEBLO,"18,045"
2012,08,007,COLORADO,ARCHULETA,"6,126"
2012,08,029,COLORADO,DELTA,"45,608"
2012,08,033,COLORADO,DOLORES,"16,608"
2012,08,045,COLORADO,GARFIELD,"32,748"
2012,08,053,COLORADO,HINSDALE, (D)
2012,08,067,COLORADO,LA PLATA,"27,597"
2012,08,077,COLORADO,MESA,"62,999"
2012,08,083,COLORADO,MONTEZUMA,"98,931"
2012,08,085,COLORADO,MONTROSE,"46,576"
2012,08,091,COLORADO,OURAY,"1,575"
2012,08,113,COLORADO,SAN MIGUEL,"3,585"
2012,09,001,CONNECTICUT,FAIRFIELD,483
2012,09,003,CONNECTICUT,HARTFORD,446
2012,09,005,CONNECTICUT,LITCHFIELD,"5,805"
2012,09,007,CONNECTICUT,MIDDLESEX, (D)
2012,09,009,CONNECTICUT,NEW HAVEN, (D)
2012,09,011,CONNECTICUT,NEW LONDON,"2,748"
2012,09,013,CONNECTICUT,TOLLAND,840
2012,09,015,CONNECTICUT,WINDHAM,762
2012,10,001,DELAWARE,KENT,"5,329"
2012,10,003,DELAWARE,NEW CASTLE,"3,801"
2012,10,005,DELAWARE,SUSSEX,"4,142"
2012,12,001,FLORIDA,ALACHUA,29
2012,12,007,FLORIDA,BRADFORD, (D)
2012,12,017,FLORIDA,CITRUS, (D)
2012,12,019,FLORIDA,CLAY, (D)
2012,12,035,FLORIDA,FLAGLER, (D)
2012,12,041,FLORIDA,GILCHRIST, (D)
2012,12,053,FLORIDA,HERNANDO,108
2012,12,057,FLORIDA,HILLSBOROUGH, (D)
2012,12,075,FLORIDA,LEVY, (D)
2012,12,083,FLORIDA,MARION,117
2012,12,095,FLORIDA,ORANGE, (D)
2012,12,101,FLORIDA,PASCO, (D)
2012,12,103,FLORIDA,PINELLAS,100
2012,12,107,FLORIDA,PUTNAM, (D)
2012,12,109,FLORIDA,ST. JOHNS, (D)
2012,12,119,FLORIDA,SUMTER,"2,770"
2012,12,125,FLORIDA,UNION, (D)
2012,12,127,FLORIDA,VOLUSIA, (D)
2012,12,003,FLORIDA,BAKER, (D)
2012,12,023,FLORIDA,COLUMBIA,220
2012,12,047,FLORIDA,HAMILTON, (D)
2012,12,067,FLORIDA,LAFAYETTE, (D)
2012,12,079,FLORIDA,MADISON,265
2012,12,089,FLORIDA,NASSAU,32
2012,12,121,FLORIDA,SUWANNEE,409
2012,12,123,FLORIDA,TAYLOR,272
2012,12,033,FLORIDA,ESCAMBIA,40
2012,12,059,FLORIDA,HOLMES,79
2012,12,063,FLORIDA,JACKSON,275
2012,12,073,FLORIDA,LEON, (D)
2012,12,091,FLORIDA,OKALOOSA,224
2012,12,113,FLORIDA,SANTA ROSA, (D)
2012,12,131,FLORIDA,WALTON,408
2012,12,133,FLORIDA,WASHINGTON,49
2012,12,011,FLORIDA,BROWARD,32
2012,12,027,FLORIDA,DE SOTO, (D)
2012,12,055,FLORIDA,HIGHLANDS, (D)
2012,12,081,FLORIDA,MANATEE,81
2012,12,093,FLORIDA,OKEECHOBEE, (D)
2012,12,099,FLORIDA,PALM BEACH,26
2012,13,133,GEORGIA,GREENE, (D)
2012,13,175,GEORGIA,LAURENS, (D)
2012,13,237,GEORGIA,PUTNAM, (D)
2012,13,033,GEORGIA,BURKE,162
2012,13,103,GEORGIA,EFFINGHAM, (D)
2012,13,163,GEORGIA,JEFFERSON, (D)
2012,13,245,GEORGIA,RICHMOND, (D)
2012,13,139,GEORGIA,HALL, (D)
2012,13,227,GEORGIA,PICKENS, (D)
2012,13,291,GEORGIA,UNION, (D)
2012,13,105,GEORGIA,ELBERT, (D)
2012,13,119,GEORGIA,FRANKLIN, (D)
2012,13,147,GEORGIA,HART,620
2012,13,195,GEORGIA,MADISON, (D)
2012,13,221,GEORGIA,OGLETHORPE,41
2012,13,015,GEORGIA,BARTOW, (D)
2012,13,115,GEORGIA,FLOYD,75
2012,13,129,GEORGIA,GORDON, (D)
2012,13,223,GEORGIA,PAULDING, (D)
2012,13,295,GEORGIA,WALKER,51
2012,13,027,GEORGIA,BROOKS,27
2012,13,069,GEORGIA,COFFEE, (D)
2012,13,277,GEORGIA,TIFT, (D)
2012,13,287,GEORGIA,TURNER, (D)
2012,13,315,GEORGIA,WILCOX, (D)
2012,13,049,GEORGIA,CHARLTON, (D)
2012,13,229,GEORGIA,PIERCE, (D)
2012,13,205,GEORGIA,MITCHELL, (D)
2012,13,307,GEORGIA,WEBSTER, (D)
2012,13,045,GEORGIA,CARROLL, (D)
2012,13,077,GEORGIA,COWETA, (D)
2012,13,143,GEORGIA,HARALSON,120
2012,13,193,GEORGIA,MACON, (D)
2012,13,293,GEORGIA,UPSON, (D)
2012,16,005,IDAHO,BANNOCK,"64,114"
2012,16,007,IDAHO,BEAR LAKE,"51,748"
2012,16,011,IDAHO,BINGHAM,"225,287"
2012,16,019,IDAHO,BONNEVILLE,"114,616"
2012,16,023,IDAHO,BUTTE,"140,148"
2012,16,029,IDAHO,CARIBOU,"53,258"
2012,16,033,IDAHO,CLARK,"85,130"
2012,16,037,IDAHO,CUSTER,"62,802"
2012,16,041,IDAHO,FRANKLIN,"119,075"
2012,16,043,IDAHO,FREMONT,"64,074"
2012,16,051,IDAHO,JEFFERSON,"299,121"
2012,16,059,IDAHO,LEMHI,"69,315"
2012,16,065,IDAHO,MADISON,"66,006"
2012,16,071,IDAHO,ONEIDA,"84,122"
2012,16,077,IDAHO,POWER,"27,832"
2012,16,081,IDAHO,TETON,"26,764"
2012,16,009,IDAHO,BENEWAH, (D)
2012,16,017,IDAHO,BONNER,"4,146"
2012,16,021,IDAHO,BOUNDARY,"31,690"
2012,16,035,IDAHO,CLEARWATER,"2,512"
2012,16,049,IDAHO,IDAHO,"34,101"
2012,16,055,IDAHO,KOOTENAI,"17,370"
2012,16,057,IDAHO,LATAH,"8,199"
2012,16,061,IDAHO,LEWIS,"8,143"
2012,16,069,IDAHO,NEZ PERCE,"13,452"
2012,16,079,IDAHO,SHOSHONE, (D)
2012,16,013,IDAHO,BLAINE,"74,396"
2012,16,025,IDAHO,CAMAS,"60,010"
2012,16,031,IDAHO,CASSIA,"222,384"
2012,16,047,IDAHO,GOODING,"145,111"
2012,16,053,IDAHO,JEROME,"204,349"
2012,16,063,IDAHO,LINCOLN,"114,108"
2012,16,067,IDAHO,MINIDOKA,"208,307"
2012,16,083,IDAHO,TWIN FALLS,"354,254"
2012,16,001,IDAHO,ADA,"72,037"
2012,16,003,IDAHO,ADAMS,"21,784"
2012,16,015,IDAHO,BOISE,"5,956"
2012,16,027,IDAHO,CANYON,"202,088"
2012,16,039,IDAHO,ELMORE,"141,414"
2012,16,045,IDAHO,GEM,"44,385"
2012,16,073,IDAHO,OWYHEE,"256,694"
2012,16,075,IDAHO,PAYETTE,"65,858"
2012,16,085,IDAHO,VALLEY, (D)
2012,16,087,IDAHO,WASHINGTON,"94,787"
2012,17,039,ILLINOIS,DE WITT,"3,496"
2012,17,107,ILLINOIS,LOGAN,"3,434"
2012,17,115,ILLINOIS,MACON,"3,928"
2012,17,123,ILLINOIS,MARSHALL,"9,918"
2012,17,125,ILLINOIS,MASON,"3,939"
2012,17,113,ILLINOIS,MCLEAN,"10,713"
2012,17,129,ILLINOIS,MENARD,"3,647"
2012,17,143,ILLINOIS,PEORIA,"15,259"
2012,17,175,ILLINOIS,STARK,"3,546"
2012,17,179,ILLINOIS,TAZEWELL,"8,206"
2012,17,203,ILLINOIS,WOODFORD,"9,060"
2012,17,019,ILLINOIS,CHAMPAIGN,"5,962"
2012,17,053,ILLINOIS,FORD,"3,358"
2012,17,075,ILLINOIS,IROQUOIS,"13,076"
2012,17,091,ILLINOIS,KANKAKEE,"10,170"
2012,17,105,ILLINOIS,LIVINGSTON,"8,003"
2012,17,147,ILLINOIS,PIATT,"1,521"
2012,17,183,ILLINOIS,VERMILION,"4,808"
2012,17,023,ILLINOIS,CLARK,"1,095"
2012,17,025,ILLINOIS,CLAY,"3,716"
2012,17,029,ILLINOIS,COLES,"3,035"
2012,17,033,ILLINOIS,CRAWFORD,"1,008"
2012,17,035,ILLINOIS,CUMBERLAND,"3,823"
2012,17,041,ILLINOIS,DOUGLAS,"13,139"
2012,17,045,ILLINOIS,EDGAR,"2,710"
2012,17,049,ILLINOIS,EFFINGHAM,"7,053"
2012,17,051,ILLINOIS,FAYETTE,"6,616"
2012,17,079,ILLINOIS,JASPER,"2,940"
2012,17,101,ILLINOIS,LAWRENCE,117
2012,17,121,ILLINOIS,MARION,"2,326"
2012,17,139,ILLINOIS,MOULTRIE,"7,231"
2012,17,159,ILLINOIS,RICHLAND,"2,259"
2012,17,173,ILLINOIS,SHELBY,"7,639"
2012,17,007,ILLINOIS,BOONE,"7,310"
2012,17,031,ILLINOIS,COOK,"1,655"
2012,17,037,ILLINOIS,DE KALB,"6,581"
2012,17,043,ILLINOIS,DU PAGE, (D)
2012,17,063,ILLINOIS,GRUNDY,"4,006"
2012,17,089,ILLINOIS,KANE,"15,204"
2012,17,093,ILLINOIS,KENDALL,"3,124"
2012,17,099,ILLINOIS,LA SALLE,"14,364"
2012,17,097,ILLINOIS,LAKE,"2,475"
2012,17,111,ILLINOIS,MCHENRY,"24,994"
2012,17,197,ILLINOIS,WILL,"12,083"
2012,17,011,ILLINOIS,BUREAU,"9,403"
2012,17,015,ILLINOIS,CARROLL,"20,871"
2012,17,073,ILLINOIS,HENRY,"23,936"
2012,17,085,ILLINOIS,JO DAVIESS,"53,254"
2012,17,103,ILLINOIS,LEE,"6,052"
2012,17,131,ILLINOIS,MERCER,"16,281"
2012,17,141,ILLINOIS,OGLE,"18,016"
2012,17,155,ILLINOIS,PUTNAM,"1,427"
2012,17,161,ILLINOIS,ROCK ISLAND,"15,329"
2012,17,177,ILLINOIS,STEPHENSON,"38,516"
2012,17,195,ILLINOIS,WHITESIDE,"9,133"
2012,17,201,ILLINOIS,WINNEBAGO,"12,787"
2012,17,047,ILLINOIS,EDWARDS,468
2012,17,055,ILLINOIS,FRANKLIN,"1,346"
2012,17,059,ILLINOIS,GALLATIN,205
2012,17,065,ILLINOIS,HAMILTON,487
2012,17,069,ILLINOIS,HARDIN, (D)
2012,17,081,ILLINOIS,JEFFERSON,"3,106"
2012,17,127,ILLINOIS,MASSAC,858
2012,17,151,ILLINOIS,POPE,213
2012,17,165,ILLINOIS,SALINE,541
2012,17,185,ILLINOIS,WABASH,142
2012,17,191,ILLINOIS,WAYNE,"1,183"
2012,17,193,ILLINOIS,WHITE,927
2012,17,003,ILLINOIS,ALEXANDER, (D)
2012,17,027,ILLINOIS,CLINTON,"17,733"
2012,17,077,ILLINOIS,JACKSON,"3,933"
2012,17,087,ILLINOIS,JOHNSON,444
2012,17,133,ILLINOIS,MONROE,"5,909"
2012,17,145,ILLINOIS,PERRY,"4,539"
2012,17,153,ILLINOIS,PULASKI,939
2012,17,157,ILLINOIS,RANDOLPH,"6,962"
2012,17,163,ILLINOIS,ST CLAIR,"5,025"
2012,17,181,ILLINOIS,UNION, (D)
2012,17,189,ILLINOIS,WASHINGTON,"15,351"
2012,17,199,ILLINOIS,WILLIAMSON,642
2012,17,001,ILLINOIS,ADAMS,"17,199"
2012,17,009,ILLINOIS,BROWN,"5,494"
2012,17,057,ILLINOIS,FULTON,"13,021"
2012,17,067,ILLINOIS,HANCOCK,"9,303"
2012,17,071,ILLINOIS,HENDERSON,"8,732"
2012,17,095,ILLINOIS,KNOX,"19,765"
2012,17,109,ILLINOIS,MCDONOUGH,"9,627"
2012,17,169,ILLINOIS,SCHUYLER,"8,014"
2012,17,187,ILLINOIS,WARREN,"7,474"
2012,17,005,ILLINOIS,BOND,"4,305"
2012,17,013,ILLINOIS,CALHOUN,"4,001"
2012,17,017,ILLINOIS,CASS,"4,208"
2012,17,021,ILLINOIS,CHRISTIAN,"2,009"
2012,17,061,ILLINOIS,GREENE,"6,884"
2012,17,083,ILLINOIS,JERSEY,"4,287"
2012,17,117,ILLINOIS,MACOUPIN,"7,234"
2012,17,119,ILLINOIS,MADISON,"12,296"
2012,17,135,ILLINOIS,MONTGOMERY,"4,020"
2012,17,137,ILLINOIS,MORGAN,"5,948"
2012,17,149,ILLINOIS,PIKE,"10,770"
2012,17,167,ILLINOIS,SANGAMON,"10,022"
2012,17,171,ILLINOIS,SCOTT,"2,678"
2012,18,005,INDIANA,BARTHOLOMEW,"3,057"
2012,18,011,INDIANA,BOONE,"6,221"
2012,18,023,INDIANA,CLINTON,"2,097"
2012,18,031,INDIANA,DECATUR,"7,959"
2012,18,053,INDIANA,GRANT,"4,308"
2012,18,057,INDIANA,HAMILTON,"4,676"
2012,18,059,INDIANA,HANCOCK,"4,967"
2012,18,063,INDIANA,HENDRICKS,"6,150"
2012,18,067,INDIANA,HOWARD,"3,521"
2012,18,081,INDIANA,JOHNSON,"3,769"
2012,18,095,INDIANA,MADISON,"3,422"
2012,18,097,INDIANA,MARION,"1,545"
2012,18,109,INDIANA,MORGAN,"3,544"
2012,18,139,INDIANA,RUSH,"6,615"
2012,18,145,INDIANA,SHELBY,"4,364"
2012,18,159,INDIANA,TIPTON,"1,101"
2012,18,009,INDIANA,BLACKFORD,"2,017"
2012,18,035,INDIANA,DELAWARE,"4,270"
2012,18,041,INDIANA,FAYETTE,"5,019"
2012,18,065,INDIANA,HENRY,"9,492"
2012,18,075,INDIANA,JAY,"7,264"
2012,18,135,INDIANA,RANDOLPH,"8,644"
2012,18,161,INDIANA,UNION,"2,895"
2012,18,177,INDIANA,WAYNE,"12,749"
2012,18,015,INDIANA,CARROLL,"2,868"
2012,18,017,INDIANA,CASS,"9,863"
2012,18,039,INDIANA,ELKHART,"32,923"
2012,18,049,INDIANA,FULTON,"10,968"
2012,18,085,INDIANA,KOSCIUSKO,"17,938"
2012,18,099,INDIANA,MARSHALL,"17,824"
2012,18,103,INDIANA,MIAMI,"13,211"
2012,18,141,INDIANA,ST. JOSEPH,"11,606"
2012,18,169,INDIANA,WABASH,"9,957"
2012,18,001,INDIANA,ADAMS,"20,540"
2012,18,003,INDIANA,ALLEN,"19,230"
2012,18,033,INDIANA,DE KALB,"9,343"
2012,18,069,INDIANA,HUNTINGTON,"6,838"
2012,18,087,INDIANA,LAGRANGE,"62,096"
2012,18,113,INDIANA,NOBLE,"26,254"
2012,18,151,INDIANA,STEUBEN,"11,931"
2012,18,179,INDIANA,WELLS,"5,331"
2012,18,183,INDIANA,WHITLEY,"8,746"
2012,18,007,INDIANA,BENTON,"2,341"
2012,18,073,INDIANA,JASPER,"3,023"
2012,18,091,INDIANA,LA PORTE,"12,622"
2012,18,089,INDIANA,LAKE,"2,772"
2012,18,111,INDIANA,NEWTON,"2,143"
2012,18,127,INDIANA,PORTER,"6,137"
2012,18,131,INDIANA,PULASKI,"1,934"
2012,18,149,INDIANA,STARKE,"2,153"
2012,18,181,INDIANA,WHITE,"3,402"
2012,18,013,INDIANA,BROWN,861
2012,18,025,INDIANA,CRAWFORD,481
2012,18,043,INDIANA,FLOYD,984
2012,18,061,INDIANA,HARRISON,"5,499"
2012,18,071,INDIANA,JACKSON,"3,994"
2012,18,093,INDIANA,LAWRENCE,"6,742"
2012,18,105,INDIANA,MONROE,"3,715"
2012,18,117,INDIANA,ORANGE,"2,911"
2012,18,123,INDIANA,PERRY,462
2012,18,175,INDIANA,WASHINGTON,"4,770"
2012,18,019,INDIANA,CLARK,"3,040"
2012,18,029,INDIANA,DEARBORN,"2,723"
2012,18,047,INDIANA,FRANKLIN,"11,763"
2012,18,077,INDIANA,JEFFERSON,"4,231"
2012,18,079,INDIANA,JENNINGS,"2,854"
2012,18,115,INDIANA,OHIO,"2,153"
2012,18,137,INDIANA,RIPLEY,"6,063"
2012,18,143,INDIANA,SCOTT,823
2012,18,155,INDIANA,SWITZERLAND,"4,284"
2012,18,027,INDIANA,DAVIESS,"8,089"
2012,18,037,INDIANA,DUBOIS,"1,779"
2012,18,051,INDIANA,GIBSON,"2,080"
2012,18,055,INDIANA,GREENE,"3,184"
2012,18,083,INDIANA,KNOX,"1,129"
2012,18,101,INDIANA,MARTIN,514
2012,18,125,INDIANA,PIKE,403
2012,18,129,INDIANA,POSEY,"2,173"
2012,18,147,INDIANA,SPENCER,641
2012,18,153,INDIANA,SULLIVAN,"2,489"
2012,18,163,INDIANA,VANDERBURGH,652
2012,18,173,INDIANA,WARRICK,"1,030"
2012,18,021,INDIANA,CLAY,"1,559"
2012,18,045,INDIANA,FOUNTAIN,"5,653"
2012,18,107,INDIANA,MONTGOMERY,"6,807"
2012,18,119,INDIANA,OWEN,"2,839"
2012,18,121,INDIANA,PARKE,"9,958"
2012,18,133,INDIANA,PUTNAM,"10,667"
2012,18,157,INDIANA,TIPPECANOE,"5,603"
2012,18,165,INDIANA,VERMILLION,"3,666"
2012,18,167,INDIANA,VIGO,"1,430"
2012,18,171,INDIANA,WARREN,"4,621"
2012,19,015,IOWA,BOONE,"9,194"
2012,19,049,IOWA,DALLAS,"9,449"
2012,19,075,IOWA,GRUNDY,"5,223"
