Year,State ANSI,County ANSI,State,County,Value
2007,08,081,COLORADO,MOFFAT,"33,972"
2007,08,093,COLORADO,PARK, (D)
2007,08,097,COLORADO,PITKIN,"4,742"
2007,08,103,COLORADO,RIO BLANCO,"14,439"
2007,08,107,COLORADO,ROUTT,"27,804"
2007,08,117,COLORADO,SUMMIT, (D)
2007,08,119,COLORADO,TELLER, (D)
2007,08,003,COLORADO,ALAMOSA,"92,808"
2007,08,021,COLORADO,CONEJOS,"146,018"
2007,08,023,COLORADO,COSTILLA,"71,859"
2007,08,105,COLORADO,RIO GRANDE,"100,419"
2007,08,109,COLORADO,SAGUACHE,"96,071"
2007,08,009,COLORADO,BACA,"33,421"
2007,08,011,COLORADO,BENT,"129,565"
2007,08,025,COLORADO,CROWLEY,"20,269"
2007,08,027,COLORADO,CUSTER,"1,820"
2007,08,043,COLORADO,FREMONT,"11,477"
2007,08,055,COLORADO,HUERFANO,"15,080"
2007,08,071,COLORADO,LAS ANIMAS,"32,403"
2007,08,089,COLORADO,OTERO,"126,175"
2007,08,099,COLORADO,PROWERS,"245,885"
2007,08,101,COLORADO,PUEBLO,"36,121"
2007,08,007,COLORADO,ARCHULETA,"3,239"
2007,08,029,COLORADO,DELTA,"56,916"
2007,08,033,COLORADO,DOLORES,"29,232"
2007,08,045,COLORADO,GARFIELD,"50,852"
2007,08,053,COLORADO,HINSDALE, (D)
2007,08,067,COLORADO,LA PLATA,"45,659"
2007,08,077,COLORADO,MESA,"72,475"
2007,08,083,COLORADO,MONTEZUMA,"103,338"
2007,08,085,COLORADO,MONTROSE,"76,913"
2007,08,091,COLORADO,OURAY,"2,492"
2007,08,113,COLORADO,SAN MIGUEL,"8,637"
2007,09,001,CONNECTICUT,FAIRFIELD,63
2007,09,003,CONNECTICUT,HARTFORD,"2,752"
2007,09,005,CONNECTICUT,LITCHFIELD,"5,253"
2007,09,007,CONNECTICUT,MIDDLESEX,515
2007,09,009,CONNECTICUT,NEW HAVEN,"4,010"
2007,09,011,CONNECTICUT,NEW LONDON,"3,029"
2007,09,013,CONNECTICUT,TOLLAND,"1,409"
2007,09,015,CONNECTICUT,WINDHAM,"1,410"
2007,10,001,DELAWARE,KENT,"6,398"
2007,10,003,DELAWARE,NEW CASTLE, (D)
2007,10,005,DELAWARE,SUSSEX, (D)
2007,12,001,FLORIDA,ALACHUA,235
2007,12,007,FLORIDA,BRADFORD, (D)
2007,12,017,FLORIDA,CITRUS, (D)
2007,12,035,FLORIDA,FLAGLER, (D)
2007,12,041,FLORIDA,GILCHRIST,"6,413"
2007,12,053,FLORIDA,HERNANDO, (D)
2007,12,057,FLORIDA,HILLSBOROUGH, (D)
2007,12,069,FLORIDA,LAKE, (D)
2007,12,075,FLORIDA,LEVY, (D)
2007,12,083,FLORIDA,MARION,902
2007,12,095,FLORIDA,ORANGE, (D)
2007,12,101,FLORIDA,PASCO, (D)
2007,12,105,FLORIDA,POLK,59
2007,12,107,FLORIDA,PUTNAM, (D)
2007,12,109,FLORIDA,ST. JOHNS, (D)
2007,12,119,FLORIDA,SUMTER,48
2007,12,125,FLORIDA,UNION, (D)
2007,12,127,FLORIDA,VOLUSIA, (D)
2007,12,031,FLORIDA,DUVAL, (D)
2007,12,047,FLORIDA,HAMILTON, (D)
2007,12,067,FLORIDA,LAFAYETTE,573
2007,12,079,FLORIDA,MADISON, (D)
2007,12,089,FLORIDA,NASSAU,72
2007,12,121,FLORIDA,SUWANNEE,811
2007,12,039,FLORIDA,GADSDEN, (D)
2007,12,059,FLORIDA,HOLMES, (D)
2007,12,063,FLORIDA,JACKSON,341
2007,12,073,FLORIDA,LEON, (D)
2007,12,091,FLORIDA,OKALOOSA,462
2007,12,113,FLORIDA,SANTA ROSA,28
2007,12,131,FLORIDA,WALTON,52
2007,12,133,FLORIDA,WASHINGTON,254
2007,12,021,FLORIDA,COLLIER, (D)
2007,12,027,FLORIDA,DE SOTO, (D)
2007,12,049,FLORIDA,HARDEE, (D)
2007,12,055,FLORIDA,HIGHLANDS, (D)
2007,12,071,FLORIDA,LEE, (D)
2007,12,093,FLORIDA,OKEECHOBEE, (D)
2007,12,115,FLORIDA,SARASOTA, (D)
2007,13,035,GEORGIA,BUTTS, (D)
2007,13,133,GEORGIA,GREENE,522
2007,13,159,GEORGIA,JASPER, (D)
2007,13,175,GEORGIA,LAURENS, (D)
2007,13,211,GEORGIA,MORGAN, (D)
2007,13,217,GEORGIA,NEWTON, (D)
2007,13,225,GEORGIA,PEACH, (D)
2007,13,237,GEORGIA,PUTNAM, (D)
2007,13,289,GEORGIA,TWIGGS, (D)
2007,13,031,GEORGIA,BULLOCH, (D)
2007,13,043,GEORGIA,CANDLER, (D)
2007,13,103,GEORGIA,EFFINGHAM, (D)
2007,13,163,GEORGIA,JEFFERSON,174
2007,13,189,GEORGIA,MCDUFFIE, (D)
2007,13,067,GEORGIA,COBB, (D)
2007,13,117,GEORGIA,FORSYTH, (D)
2007,13,123,GEORGIA,GILMER, (D)
2007,13,139,GEORGIA,HALL, (D)
2007,13,157,GEORGIA,JACKSON,64
2007,13,187,GEORGIA,LUMPKIN, (D)
2007,13,219,GEORGIA,OCONEE, (D)
2007,13,281,GEORGIA,TOWNS, (D)
2007,13,291,GEORGIA,UNION, (D)
2007,13,311,GEORGIA,WHITE, (D)
2007,13,119,GEORGIA,FRANKLIN,170
2007,13,147,GEORGIA,HART, (D)
2007,13,317,GEORGIA,WILKES, (D)
2007,13,015,GEORGIA,BARTOW, (D)
2007,13,055,GEORGIA,CHATTOOGA, (D)
2007,13,083,GEORGIA,DADE, (D)
2007,13,115,GEORGIA,FLOYD, (D)
2007,13,129,GEORGIA,GORDON,550
2007,13,233,GEORGIA,POLK,40
2007,13,295,GEORGIA,WALKER,99
2007,13,313,GEORGIA,WHITFIELD, (D)
2007,13,069,GEORGIA,COFFEE,204
2007,13,071,GEORGIA,COLQUITT, (D)
2007,13,075,GEORGIA,COOK,32
2007,13,155,GEORGIA,IRWIN,55
2007,13,161,GEORGIA,JEFF DAVIS, (D)
2007,13,271,GEORGIA,TELFAIR, (D)
2007,13,001,GEORGIA,APPLING, (D)
2007,13,025,GEORGIA,BRANTLEY, (D)
2007,13,049,GEORGIA,CHARLTON, (D)
2007,13,109,GEORGIA,EVANS, (D)
2007,13,229,GEORGIA,PIERCE,58
2007,13,267,GEORGIA,TATTNALL, (D)
2007,13,099,GEORGIA,EARLY, (D)
2007,13,253,GEORGIA,SEMINOLE, (D)
2007,13,259,GEORGIA,STEWART, (D)
2007,13,275,GEORGIA,THOMAS, (D)
2007,13,045,GEORGIA,CARROLL,190
2007,13,077,GEORGIA,COWETA, (D)
2007,13,171,GEORGIA,LAMAR, (D)
2007,13,199,GEORGIA,MERIWETHER, (D)
2007,13,249,GEORGIA,SCHLEY, (D)
2007,15,001,HAWAII,HAWAII,267
2007,16,005,IDAHO,BANNOCK,"55,839"
2007,16,007,IDAHO,BEAR LAKE,"42,805"
2007,16,011,IDAHO,BINGHAM,"267,008"
2007,16,019,IDAHO,BONNEVILLE,"160,554"
2007,16,023,IDAHO,BUTTE,"123,505"
2007,16,029,IDAHO,CARIBOU,"54,535"
2007,16,033,IDAHO,CLARK, (D)
2007,16,037,IDAHO,CUSTER,"66,103"
2007,16,041,IDAHO,FRANKLIN,"110,584"
2007,16,043,IDAHO,FREMONT,"55,889"
2007,16,051,IDAHO,JEFFERSON,"389,645"
2007,16,059,IDAHO,LEMHI,"52,354"
2007,16,065,IDAHO,MADISON,"58,374"
2007,16,071,IDAHO,ONEIDA,"97,341"
2007,16,077,IDAHO,POWER,"32,946"
2007,16,081,IDAHO,TETON,"24,422"
2007,16,009,IDAHO,BENEWAH,"1,938"
2007,16,017,IDAHO,BONNER,"7,340"
2007,16,021,IDAHO,BOUNDARY,"25,562"
2007,16,035,IDAHO,CLEARWATER,"2,634"
2007,16,049,IDAHO,IDAHO,"23,380"
2007,16,055,IDAHO,KOOTENAI,"11,974"
2007,16,057,IDAHO,LATAH,"8,391"
2007,16,061,IDAHO,LEWIS,"9,744"
2007,16,069,IDAHO,NEZ PERCE,"10,414"
2007,16,079,IDAHO,SHOSHONE, (D)
2007,16,013,IDAHO,BLAINE,"78,802"
2007,16,025,IDAHO,CAMAS,"44,559"
2007,16,031,IDAHO,CASSIA,"284,796"
2007,16,047,IDAHO,GOODING,"169,518"
2007,16,053,IDAHO,JEROME,"233,523"
2007,16,063,IDAHO,LINCOLN,"104,300"
2007,16,067,IDAHO,MINIDOKA,"168,412"
2007,16,083,IDAHO,TWIN FALLS,"395,914"
2007,16,001,IDAHO,ADA,"88,529"
2007,16,003,IDAHO,ADAMS,"11,390"
2007,16,015,IDAHO,BOISE, (D)
2007,16,027,IDAHO,CANYON,"230,714"
2007,16,039,IDAHO,ELMORE,"167,200"
2007,16,045,IDAHO,GEM,"43,580"
2007,16,073,IDAHO,OWYHEE,"281,034"
2007,16,075,IDAHO,PAYETTE,"75,673"
2007,16,085,IDAHO,VALLEY,"3,585"
2007,16,087,IDAHO,WASHINGTON,"87,337"
2007,17,039,ILLINOIS,DE WITT,"2,754"
2007,17,107,ILLINOIS,LOGAN,"5,384"
2007,17,115,ILLINOIS,MACON,"4,752"
2007,17,123,ILLINOIS,MARSHALL,"11,015"
2007,17,125,ILLINOIS,MASON,"4,660"
2007,17,113,ILLINOIS,MCLEAN,"13,852"
2007,17,129,ILLINOIS,MENARD,"7,467"
2007,17,143,ILLINOIS,PEORIA,"17,603"
2007,17,175,ILLINOIS,STARK,"5,024"
2007,17,179,ILLINOIS,TAZEWELL,"13,521"
2007,17,203,ILLINOIS,WOODFORD,"13,101"
2007,17,019,ILLINOIS,CHAMPAIGN,"3,779"
2007,17,053,ILLINOIS,FORD,"2,936"
2007,17,075,ILLINOIS,IROQUOIS,"17,851"
2007,17,091,ILLINOIS,KANKAKEE,"5,818"
2007,17,105,ILLINOIS,LIVINGSTON,"13,207"
2007,17,147,ILLINOIS,PIATT,"1,526"
2007,17,183,ILLINOIS,VERMILION,"6,416"
2007,17,023,ILLINOIS,CLARK,"1,599"
2007,17,025,ILLINOIS,CLAY,976
2007,17,029,ILLINOIS,COLES,"5,821"
2007,17,033,ILLINOIS,CRAWFORD,"1,656"
2007,17,035,ILLINOIS,CUMBERLAND,"8,302"
2007,17,041,ILLINOIS,DOUGLAS,"12,526"
2007,17,045,ILLINOIS,EDGAR,"4,548"
2007,17,049,ILLINOIS,EFFINGHAM,"8,283"
2007,17,051,ILLINOIS,FAYETTE,"9,244"
2007,17,079,ILLINOIS,JASPER,"2,388"
2007,17,101,ILLINOIS,LAWRENCE,458
2007,17,121,ILLINOIS,MARION,"2,388"
2007,17,139,ILLINOIS,MOULTRIE,"5,082"
2007,17,159,ILLINOIS,RICHLAND, (D)
2007,17,173,ILLINOIS,SHELBY,"12,660"
2007,17,007,ILLINOIS,BOONE,"15,252"
2007,17,031,ILLINOIS,COOK,"1,406"
2007,17,037,ILLINOIS,DE KALB,"14,053"
2007,17,043,ILLINOIS,DU PAGE, (D)
2007,17,063,ILLINOIS,GRUNDY,"5,019"
2007,17,089,ILLINOIS,KANE,"23,430"
2007,17,093,ILLINOIS,KENDALL,"5,671"
2007,17,099,ILLINOIS,LA SALLE,"15,673"
2007,17,097,ILLINOIS,LAKE,"6,460"
2007,17,111,ILLINOIS,MCHENRY,"35,014"
2007,17,197,ILLINOIS,WILL,"10,668"
2007,17,011,ILLINOIS,BUREAU,"14,255"
2007,17,015,ILLINOIS,CARROLL,"37,113"
2007,17,073,ILLINOIS,HENRY,"38,045"
2007,17,085,ILLINOIS,JO DAVIESS,"93,935"
2007,17,103,ILLINOIS,LEE,"14,000"
2007,17,131,ILLINOIS,MERCER,"27,089"
2007,17,141,ILLINOIS,OGLE,"34,862"
2007,17,155,ILLINOIS,PUTNAM,"1,392"
2007,17,161,ILLINOIS,ROCK ISLAND,"21,178"
2007,17,177,ILLINOIS,STEPHENSON,"63,222"
2007,17,195,ILLINOIS,WHITESIDE,"17,833"
2007,17,201,ILLINOIS,WINNEBAGO,"23,983"
2007,17,047,ILLINOIS,EDWARDS,432
2007,17,055,ILLINOIS,FRANKLIN,"1,826"
2007,17,059,ILLINOIS,GALLATIN,"1,078"
2007,17,065,ILLINOIS,HAMILTON,"1,472"
2007,17,069,ILLINOIS,HARDIN, (D)
2007,17,081,ILLINOIS,JEFFERSON,"4,097"
2007,17,127,ILLINOIS,MASSAC,"1,241"
2007,17,151,ILLINOIS,POPE,570
2007,17,165,ILLINOIS,SALINE,"2,558"
2007,17,185,ILLINOIS,WABASH,318
2007,17,191,ILLINOIS,WAYNE,"1,951"
2007,17,193,ILLINOIS,WHITE,"1,222"
2007,17,003,ILLINOIS,ALEXANDER, (D)
2007,17,027,ILLINOIS,CLINTON,"25,769"
2007,17,077,ILLINOIS,JACKSON,"8,133"
2007,17,087,ILLINOIS,JOHNSON,"1,025"
2007,17,133,ILLINOIS,MONROE,"6,209"
2007,17,145,ILLINOIS,PERRY,"3,336"
2007,17,153,ILLINOIS,PULASKI,"1,418"
2007,17,157,ILLINOIS,RANDOLPH,"9,905"
2007,17,163,ILLINOIS,ST CLAIR,"5,443"
2007,17,181,ILLINOIS,UNION,"1,755"
2007,17,189,ILLINOIS,WASHINGTON,"16,359"
2007,17,199,ILLINOIS,WILLIAMSON,957
2007,17,001,ILLINOIS,ADAMS,"30,778"
2007,17,009,ILLINOIS,BROWN,"13,015"
2007,17,057,ILLINOIS,FULTON,"24,763"
2007,17,067,ILLINOIS,HANCOCK,"20,864"
2007,17,071,ILLINOIS,HENDERSON,"13,840"
2007,17,095,ILLINOIS,KNOX,"32,268"
2007,17,109,ILLINOIS,MCDONOUGH,"17,840"
2007,17,169,ILLINOIS,SCHUYLER,"14,901"
2007,17,187,ILLINOIS,WARREN,"18,012"
2007,17,005,ILLINOIS,BOND,"6,586"
2007,17,013,ILLINOIS,CALHOUN,"5,172"
2007,17,017,ILLINOIS,CASS,"5,393"
2007,17,021,ILLINOIS,CHRISTIAN,"7,046"
2007,17,061,ILLINOIS,GREENE,"6,179"
2007,17,083,ILLINOIS,JERSEY,"7,310"
2007,17,117,ILLINOIS,MACOUPIN,"11,423"
2007,17,119,ILLINOIS,MADISON,"13,552"
2007,17,135,ILLINOIS,MONTGOMERY,"4,167"
2007,17,137,ILLINOIS,MORGAN,"8,814"
2007,17,149,ILLINOIS,PIKE,"17,520"
2007,17,167,ILLINOIS,SANGAMON,"10,823"
2007,17,171,ILLINOIS,SCOTT,"3,661"
2007,18,005,INDIANA,BARTHOLOMEW,"3,392"
2007,18,011,INDIANA,BOONE,"4,317"
2007,18,023,INDIANA,CLINTON,"4,732"
2007,18,031,INDIANA,DECATUR,"6,766"
2007,18,053,INDIANA,GRANT,"5,400"
2007,18,057,INDIANA,HAMILTON,"4,322"
2007,18,059,INDIANA,HANCOCK,"5,615"
2007,18,063,INDIANA,HENDRICKS,"8,497"
2007,18,067,INDIANA,HOWARD,"2,830"
2007,18,081,INDIANA,JOHNSON,"5,013"
2007,18,095,INDIANA,MADISON,"5,404"
2007,18,097,INDIANA,MARION,"1,365"
2007,18,109,INDIANA,MORGAN,"5,794"
2007,18,139,INDIANA,RUSH,"9,410"
2007,18,145,INDIANA,SHELBY,"2,171"
2007,18,159,INDIANA,TIPTON,"1,216"
2007,18,009,INDIANA,BLACKFORD,"1,625"
2007,18,035,INDIANA,DELAWARE,"4,432"
2007,18,041,INDIANA,FAYETTE,"8,901"
2007,18,065,INDIANA,HENRY,"9,886"
2007,18,075,INDIANA,JAY,"8,899"
2007,18,135,INDIANA,RANDOLPH,"6,877"
2007,18,161,INDIANA,UNION,"2,856"
2007,18,177,INDIANA,WAYNE,"11,274"
2007,18,015,INDIANA,CARROLL,"3,234"
2007,18,017,INDIANA,CASS,"13,844"
2007,18,039,INDIANA,ELKHART,"30,511"
2007,18,049,INDIANA,FULTON,"11,621"
2007,18,085,INDIANA,KOSCIUSKO,"19,853"
2007,18,099,INDIANA,MARSHALL,"18,642"
2007,18,103,INDIANA,MIAMI,"12,827"
2007,18,141,INDIANA,ST. JOSEPH,"11,152"
2007,18,169,INDIANA,WABASH,"9,945"
2007,18,001,INDIANA,ADAMS,"19,231"
2007,18,003,INDIANA,ALLEN,"16,070"
2007,18,033,INDIANA,DE KALB,"11,392"
2007,18,069,INDIANA,HUNTINGTON,"8,757"
2007,18,087,INDIANA,LAGRANGE,"39,253"
2007,18,113,INDIANA,NOBLE,"23,970"
2007,18,151,INDIANA,STEUBEN,"20,890"
2007,18,179,INDIANA,WELLS,"5,313"
2007,18,183,INDIANA,WHITLEY,"12,753"
2007,18,007,INDIANA,BENTON,"3,330"
2007,18,073,INDIANA,JASPER,"5,276"
2007,18,091,INDIANA,LA PORTE,"15,356"
2007,18,089,INDIANA,LAKE,"4,383"
2007,18,111,INDIANA,NEWTON,"4,211"
2007,18,127,INDIANA,PORTER,"10,059"
2007,18,131,INDIANA,PULASKI,"5,249"
2007,18,149,INDIANA,STARKE,"3,752"
2007,18,181,INDIANA,WHITE,"7,163"
2007,18,013,INDIANA,BROWN,387
2007,18,025,INDIANA,CRAWFORD,788
2007,18,043,INDIANA,FLOYD,632
2007,18,061,INDIANA,HARRISON,"8,814"
2007,18,071,INDIANA,JACKSON,"4,946"
2007,18,093,INDIANA,LAWRENCE,"11,119"
2007,18,105,INDIANA,MONROE,"5,631"
2007,18,117,INDIANA,ORANGE,"3,119"
2007,18,123,INDIANA,PERRY,730
2007,18,175,INDIANA,WASHINGTON,"7,239"
2007,18,019,INDIANA,CLARK,"4,645"
2007,18,029,INDIANA,DEARBORN,"3,874"
2007,18,047,INDIANA,FRANKLIN,"9,873"
2007,18,077,INDIANA,JEFFERSON,"5,099"
2007,18,079,INDIANA,JENNINGS,"4,461"
2007,18,115,INDIANA,OHIO,835
2007,18,137,INDIANA,RIPLEY,"5,685"
2007,18,143,INDIANA,SCOTT,601
2007,18,155,INDIANA,SWITZERLAND,"3,280"
2007,18,027,INDIANA,DAVIESS,"4,644"
2007,18,037,INDIANA,DUBOIS,"1,582"
2007,18,051,INDIANA,GIBSON,"2,505"
2007,18,055,INDIANA,GREENE,"5,131"
2007,18,083,INDIANA,KNOX,"3,033"
2007,18,101,INDIANA,MARTIN,"1,497"
2007,18,125,INDIANA,PIKE,305
2007,18,129,INDIANA,POSEY,"2,586"
2007,18,147,INDIANA,SPENCER,"1,526"
2007,18,153,INDIANA,SULLIVAN,"4,308"
2007,18,163,INDIANA,VANDERBURGH,463
2007,18,173,INDIANA,WARRICK,"1,629"
2007,18,021,INDIANA,CLAY,"6,985"
2007,18,045,INDIANA,FOUNTAIN,"9,894"
2007,18,107,INDIANA,MONTGOMERY,"7,373"
2007,18,119,INDIANA,OWEN,"5,441"
2007,18,121,INDIANA,PARKE,"10,288"
2007,18,133,INDIANA,PUTNAM,"12,932"
2007,18,157,INDIANA,TIPPECANOE,"7,654"
2007,18,165,INDIANA,VERMILLION,"6,741"
2007,18,167,INDIANA,VIGO,"2,904"
2007,18,171,INDIANA,WARREN,"5,557"
2007,19,015,IOWA,BOONE,"16,391"
2007,19,049,IOWA,DALLAS,"15,975"
2007,19,075,IOWA,GRUNDY,"8,881"
2007,19,079,IOWA,HAMILTON,"5,401"
2007,19,083,IOWA,HARDIN,"16,619"
2007,19,099,IOWA,JASPER,"43,920"
2007,19,127,IOWA,MARSHALL,"15,809"
2007,19,153,IOWA,POLK,"13,119"
2007,19,157,IOWA,POWESHIEK,"44,111"
2007,19,169,IOWA,STORY,"16,924"
2007,19,171,IOWA,TAMA,"43,825"
2007,19,187,IOWA,WEBSTER,"6,638"
2007,19,011,IOWA,BENTON,"35,697"
2007,19,031,IOWA,CEDAR,"26,675"
2007,19,045,IOWA,CLINTON,"41,076"
2007,19,095,IOWA,IOWA,"52,168"
2007,19,097,IOWA,JACKSON,"101,337"
2007,19,103,IOWA,JOHNSON,"51,630"
2007,19,105,IOWA,JONES,"54,277"
2007,19,113,IOWA,LINN,"37,935"
2007,19,139,IOWA,MUSCATINE,"23,083"
2007,19,163,IOWA,SCOTT,"14,438"
2007,19,023,IOWA,BUTLER,"15,975"
2007,19,033,IOWA,CERRO GORDO,"6,510"
2007,19,067,IOWA,FLOYD,"12,156"
2007,19,069,IOWA,FRANKLIN,"13,667"
2007,19,081,IOWA,HANCOCK,"11,131"
2007,19,091,IOWA,HUMBOLDT,"4,482"
2007,19,109,IOWA,KOSSUTH,"9,233"
2007,19,131,IOWA,MITCHELL,"11,663"
2007,19,189,IOWA,WINNEBAGO,"5,108"
2007,19,195,IOWA,WORTH,"8,243"
2007,19,197,IOWA,WRIGHT,"4,206"
2007,19,005,IOWA,ALLAMAKEE,"93,375"
2007,19,013,IOWA,BLACK HAWK,"13,945"
2007,19,017,IOWA,BREMER,"19,409"
2007,19,019,IOWA,BUCHANAN,"26,136"
2007,19,037,IOWA,CHICKASAW,"19,561"
2007,19,043,IOWA,CLAYTON,"106,143"
2007,19,055,IOWA,DELAWARE,"74,124"
2007,19,061,IOWA,DUBUQUE,"128,930"
2007,19,065,IOWA,FAYETTE,"58,053"
2007,19,089,IOWA,HOWARD,"26,054"
2007,19,191,IOWA,WINNESHIEK,"95,567"
2007,19,021,IOWA,BUENA VISTA,"11,148"
2007,19,035,IOWA,CHEROKEE,"17,764"
2007,19,041,IOWA,CLAY,"11,071"
2007,19,059,IOWA,DICKINSON,"9,542"
2007,19,063,IOWA,EMMET,"4,650"
2007,19,119,IOWA,LYON,"20,888"
2007,19,141,IOWA,O BRIEN,"13,688"
2007,19,143,IOWA,OSCEOLA,"8,079"
2007,19,147,IOWA,PALO ALTO,"7,876"
2007,19,149,IOWA,PLYMOUTH,"29,923"
2007,19,151,IOWA,POCAHONTAS,"4,610"
2007,19,167,IOWA,SIOUX,"29,982"
2007,19,007,IOWA,APPANOOSE,"64,421"
2007,19,039,IOWA,CLARKE,"51,882"
2007,19,053,IOWA,DECATUR,"41,673"
2007,19,117,IOWA,LUCAS,"46,093"
2007,19,121,IOWA,MADISON,"62,941"
2007,19,125,IOWA,MARION,"39,897"
2007,19,135,IOWA,MONROE,"63,531"
2007,19,159,IOWA,RINGGOLD,"57,372"
2007,19,175,IOWA,UNION,"39,950"
2007,19,181,IOWA,WARREN,"56,695"
2007,19,185,IOWA,WAYNE,"50,323"
2007,19,051,IOWA,DAVIS,"53,513"
2007,19,057,IOWA,DES MOINES,"12,538"
2007,19,087,IOWA,HENRY,"19,271"
2007,19,101,IOWA,JEFFERSON,"23,683"
2007,19,107,IOWA,KEOKUK,"42,487"
2007,19,111,IOWA,LEE,"28,229"
2007,19,115,IOWA,LOUISA,"11,308"
2007,19,123,IOWA,MAHASKA,"27,852"
2007,19,177,IOWA,VAN BUREN,"43,342"
2007,19,179,IOWA,WAPELLO,"30,471"
2007,19,183,IOWA,WASHINGTON,"35,157"
2007,19,001,IOWA,ADAIR,"76,207"
2007,19,003,IOWA,ADAMS,"30,636"
2007,19,029,IOWA,CASS,"36,238"
2007,19,071,IOWA,FREMONT,"8,457"
2007,19,129,IOWA,MILLS,"9,768"
2007,19,137,IOWA,MONTGOMERY,"18,129"
2007,19,145,IOWA,PAGE,"29,629"
2007,19,155,IOWA,POTTAWATTAMIE,"34,064"
2007,19,173,IOWA,TAYLOR,"28,755"
2007,19,009,IOWA,AUDUBON,"19,410"
2007,19,025,IOWA,CALHOUN,"5,764"
2007,19,027,IOWA,CARROLL,"26,340"
2007,19,047,IOWA,CRAWFORD,"31,558"
2007,19,073,IOWA,GREENE,"10,070"
2007,19,077,IOWA,GUTHRIE,"32,455"
2007,19,085,IOWA,HARRISON,"16,405"
2007,19,093,IOWA,IDA,"29,031"
2007,19,133,IOWA,MONONA,"19,781"
2007,19,161,IOWA,SAC,"17,909"
2007,19,165,IOWA,SHELBY,"27,144"
2007,19,193,IOWA,WOODBURY,"25,529"
2007,20,009,KANSAS,BARTON,"143,927"
2007,20,041,KANSAS,DICKINSON,"61,062"
2007,20,051,KANSAS,ELLIS,"32,095"
2007,20,053,KANSAS,ELLSWORTH,"23,576"
2007,20,105,KANSAS,LINCOLN,"41,495"
2007,20,115,KANSAS,MARION,"59,881"
2007,20,113,KANSAS,MCPHERSON,"36,909"
2007,20,159,KANSAS,RICE,"47,008"
2007,20,165,KANSAS,RUSH,"40,051"
2007,20,167,KANSAS,RUSSELL,"13,634"
2007,20,169,KANSAS,SALINE,"31,033"
2007,20,003,KANSAS,ANDERSON,"9,009"
2007,20,017,KANSAS,CHASE,"14,627"
2007,20,031,KANSAS,COFFEY,"4,901"
2007,20,045,KANSAS,DOUGLAS,"4,538"
2007,20,059,KANSAS,FRANKLIN,"4,905"
2007,20,061,KANSAS,GEARY,"14,267"
2007,20,091,KANSAS,JOHNSON,"2,298"
2007,20,107,KANSAS,LINN,"2,249"
2007,20,111,KANSAS,LYON,"14,115"
2007,20,121,KANSAS,MIAMI,"5,321"
2007,20,127,KANSAS,MORRIS,"19,807"
2007,20,139,KANSAS,OSAGE,"4,735"
2007,20,177,KANSAS,SHAWNEE,"3,221"
2007,20,197,KANSAS,WABAUNSEE,"22,779"
2007,20,027,KANSAS,CLAY,"19,173"
2007,20,029,KANSAS,CLOUD,"30,953"
2007,20,089,KANSAS,JEWELL,"46,168"
2007,20,123,KANSAS,MITCHELL,"26,226"
2007,20,141,KANSAS,OSBORNE,"15,329"
2007,20,143,KANSAS,OTTAWA,"39,057"
2007,20,147,KANSAS,PHILLIPS,"45,167"
2007,20,157,KANSAS,REPUBLIC,"78,318"
2007,20,163,KANSAS,ROOKS,"26,861"
2007,20,183,KANSAS,SMITH,"24,562"
2007,20,201,KANSAS,WASHINGTON,"33,068"
2007,20,005,KANSAS,ATCHISON,"5,204"
2007,20,013,KANSAS,BROWN,"8,029"
2007,20,043,KANSAS,DONIPHAN,"5,348"
2007,20,085,KANSAS,JACKSON,"10,373"
2007,20,087,KANSAS,JEFFERSON,"5,564"
2007,20,103,KANSAS,LEAVENWORTH,"6,774"
2007,20,117,KANSAS,MARSHALL,"22,651"
2007,20,131,KANSAS,NEMAHA,"33,733"
2007,20,149,KANSAS,POTTAWATOMIE,"27,010"
2007,20,161,KANSAS,RILEY,"15,291"
2007,20,209,KANSAS,WYANDOTTE,58
2007,20,023,KANSAS,CHEYENNE,"20,585"
2007,20,039,KANSAS,DECATUR,"41,663"
2007,20,065,KANSAS,GRAHAM,"17,806"
2007,20,137,KANSAS,NORTON,"32,310"
2007,20,153,KANSAS,RAWLINS,"30,120"
2007,20,179,KANSAS,SHERIDAN,"24,961"
2007,20,181,KANSAS,SHERMAN,"17,229"
2007,20,193,KANSAS,THOMAS,"7,245"
2007,20,007,KANSAS,BARBER,"23,492"
2007,20,033,KANSAS,COMANCHE,"25,045"
2007,20,047,KANSAS,EDWARDS,"53,155"
2007,20,077,KANSAS,HARPER,"21,348"
2007,20,079,KANSAS,HARVEY,"16,802"
2007,20,095,KANSAS,KINGMAN,"29,251"
2007,20,097,KANSAS,KIOWA,"9,034"
2007,20,145,KANSAS,PAWNEE,"88,379"
2007,20,151,KANSAS,PRATT,"28,717"
2007,20,155,KANSAS,RENO,"78,381"
2007,20,173,KANSAS,SEDGWICK,"52,064"
2007,20,185,KANSAS,STAFFORD,"87,172"
2007,20,191,KANSAS,SUMNER,"27,317"
2007,20,001,KANSAS,ALLEN,"7,311"
2007,20,011,KANSAS,BOURBON,"4,378"
2007,20,015,KANSAS,BUTLER,"15,972"
2007,20,019,KANSAS,CHAUTAUQUA,"3,284"
2007,20,021,KANSAS,CHEROKEE,"1,680"
2007,20,035,KANSAS,COWLEY,"18,786"
2007,20,037,KANSAS,CRAWFORD,"21,318"
2007,20,049,KANSAS,ELK,"1,505"
